transaction_id,date,store_id,store_city,category,product_name,units_sold,unit_price,revenue,discount_pct
TXN020476,2026-02-05,S01,Vijayawada,Home & Kitchen,Mixer Grinder,1,3430.82,3259.28,5
TXN020477,2026-02-05,S01,Vijayawada,Home & Kitchen,Mixer Grinder,2,7122.88,11396.61,20
TXN020478,2026-02-05,S01,Vijayawada,Home & Kitchen,Mixer Grinder,3,1222.61,2934.26,20
TXN020479,2026-02-05,S01,Vijayawada,Home & Kitchen,Mixer Grinder,1,1329.07,1329.07,0
TXN020480,2026-02-05,S01,Vijayawada,Personal Care,Body Lotion,1,409.49,368.54,10
TXN020481,2026-02-05,S01,Vijayawada,Personal Care,Toothpaste,2,173.4,312.12,10
TXN020482,2026-02-05,S01,Vijayawada,Personal Care,Body Lotion,1,183.58,165.22,10
TXN020483,2026-02-05,S01,Vijayawada,Personal Care,Sunscreen,2,564.85,1016.73,10
TXN020484,2026-02-05,S01,Vijayawada,Personal Care,Face Wash,1,1031.23,928.11,10
TXN020485,2026-02-05,S01,Vijayawada,Personal Care,Toothpaste,6,992.08,5654.86,5
TXN020486,2026-02-05,S01,Vijayawada,Personal Care,Face Wash,2,689.83,1103.73,20
TXN020487,2026-02-05,S01,Vijayawada,Personal Care,Face Wash,6,300.78,1804.68,0
TXN020488,2026-02-05,S01,Vijayawada,Personal Care,Face Wash,2,1183.88,1894.21,20
TXN020489,2026-02-05,S01,Vijayawada,Personal Care,Body Lotion,5,108.33,541.65,0
TXN020490,2026-02-05,S01,Vijayawada,Personal Care,Face Wash,1,947.33,947.33,0
TXN020491,2026-02-05,S01,Vijayawada,Personal Care,Toothpaste,1,533.85,507.16,5
TXN020492,2026-02-05,S01,Vijayawada,Personal Care,Sunscreen,4,704.75,2396.15,15
TXN020493,2026-02-05,S01,Vijayawada,Personal Care,Toothpaste,3,1172.54,3341.74,5
TXN020494,2026-02-05,S02,Vijayawada,Electronics,Laptop,2,21102.3,37984.14,10
TXN020495,2026-02-05,S02,Vijayawada,Electronics,Tablet,2,25772.83,48968.38,5
TXN020496,2026-02-05,S02,Vijayawada,Apparel,Kurta,1,2473.08,2102.12,15
TXN020497,2026-02-05,S02,Vijayawada,Apparel,Kurta,2,2612.49,4702.48,10
TXN020498,2026-02-05,S02,Vijayawada,Apparel,Saree,2,1799.11,3598.22,0
TXN020499,2026-02-05,S02,Vijayawada,Apparel,Formal Shirt,2,726.91,1381.13,5
TXN020500,2026-02-05,S02,Vijayawada,Apparel,T-Shirt,1,2501.11,2501.11,0
TXN020501,2026-02-05,S02,Vijayawada,Apparel,Formal Shirt,2,3341.45,5680.46,15
TXN020502,2026-02-05,S02,Vijayawada,Apparel,Formal Shirt,3,2931.86,7476.24,15
TXN020503,2026-02-05,S02,Vijayawada,Apparel,Kurta,3,1903.26,5709.78,0
TXN020504,2026-02-05,S02,Vijayawada,Grocery,Atta (5kg),2,275.38,550.76,0
TXN020505,2026-02-05,S02,Vijayawada,Grocery,Atta (5kg),1,177.77,177.77,0
TXN020506,2026-02-05,S02,Vijayawada,Grocery,Rice (5kg),3,65.8,197.4,0
TXN020507,2026-02-05,S02,Vijayawada,Grocery,Atta (5kg),4,362.99,1234.17,15
TXN020508,2026-02-05,S02,Vijayawada,Grocery,Atta (5kg),4,260.7,1042.8,0
TXN020509,2026-02-05,S02,Vijayawada,Grocery,Rice (5kg),1,148.4,148.4,0
TXN020510,2026-02-05,S02,Vijayawada,Grocery,Rice (5kg),7,406.59,2703.82,5
TXN020511,2026-02-05,S02,Vijayawada,Grocery,Atta (5kg),1,219.38,219.38,0
TXN020512,2026-02-05,S02,Vijayawada,Grocery,Dal (1kg),3,331.39,994.17,0
TXN020513,2026-02-05,S02,Vijayawada,Grocery,Dal (1kg),3,239.01,717.03,0
TXN020514,2026-02-05,S02,Vijayawada,Grocery,Dal (1kg),3,66.28,188.9,5
TXN020515,2026-02-05,S02,Vijayawada,Grocery,Rice (5kg),1,140.86,133.82,5
TXN020516,2026-02-05,S02,Vijayawada,Grocery,Oil (1L),4,410.04,1476.14,10
TXN020517,2026-02-05,S02,Vijayawada,Grocery,Dal (1kg),1,398.35,398.35,0
TXN020518,2026-02-05,S02,Vijayawada,Grocery,Dal (1kg),2,457.44,914.88,0
TXN020519,2026-02-05,S02,Vijayawada,Home & Kitchen,Pressure Cooker,3,3016.16,9048.48,0
TXN020520,2026-02-05,S02,Vijayawada,Home & Kitchen,Storage Box,1,2170.01,2170.01,0
TXN020521,2026-02-05,S02,Vijayawada,Home & Kitchen,Pressure Cooker,1,4639.68,4175.71,10
TXN020522,2026-02-05,S02,Vijayawada,Home & Kitchen,Dinner Set,1,2235.67,2235.67,0
TXN020523,2026-02-05,S02,Vijayawada,Personal Care,Body Lotion,2,857.89,1715.78,0
TXN020524,2026-02-05,S02,Vijayawada,Personal Care,Toothpaste,3,949.57,2563.84,10
TXN020525,2026-02-05,S02,Vijayawada,Personal Care,Toothpaste,3,882.4,2117.76,20
TXN020526,2026-02-05,S02,Vijayawada,Personal Care,Face Wash,2,552.43,994.37,10
TXN020527,2026-02-05,S02,Vijayawada,Personal Care,Shampoo,2,1007.95,2015.9,0
TXN020528,2026-02-05,S02,Vijayawada,Personal Care,Toothpaste,3,245.22,625.31,15
TXN020529,2026-02-05,S02,Vijayawada,Personal Care,Body Lotion,2,837.6,1423.92,15
TXN020530,2026-02-05,S03,Guntur,Electronics,Laptop,4,4553.58,17303.6,5
TXN020531,2026-02-05,S03,Guntur,Electronics,Smart TV,4,14330.52,54455.98,5
TXN020532,2026-02-05,S03,Guntur,Electronics,Smart TV,3,19429.54,55374.19,5
TXN020533,2026-02-05,S03,Guntur,Apparel,Jeans,3,2897.52,6954.05,20
TXN020534,2026-02-05,S03,Guntur,Apparel,Formal Shirt,1,3330.96,2664.77,20
TXN020535,2026-02-05,S03,Guntur,Apparel,Formal Shirt,4,2290.11,7786.37,15
TXN020536,2026-02-05,S03,Guntur,Apparel,Kurta,3,2219.08,6657.24,0
TXN020537,2026-02-05,S03,Guntur,Apparel,T-Shirt,4,2212.61,7080.35,20
TXN020538,2026-02-05,S03,Guntur,Apparel,Kurta,3,2066.4,6199.2,0
TXN020539,2026-02-05,S03,Guntur,Apparel,Jeans,1,2822.13,2398.81,15
TXN020540,2026-02-05,S03,Guntur,Apparel,Kurta,3,491.6,1401.06,5
TXN020541,2026-02-05,S03,Guntur,Grocery,Sugar (1kg),1,82.36,82.36,0
TXN020542,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,172.96,311.33,10
TXN020543,2026-02-05,S03,Guntur,Grocery,Oil (1L),4,283.15,1132.6,0
TXN020544,2026-02-05,S03,Guntur,Grocery,Atta (5kg),3,440.62,1057.49,20
TXN020545,2026-02-05,S03,Guntur,Grocery,Atta (5kg),1,333.11,266.49,20
TXN020546,2026-02-05,S03,Guntur,Grocery,Rice (5kg),4,154.16,616.64,0
TXN020547,2026-02-05,S03,Guntur,Grocery,Dal (1kg),3,404.45,1031.35,15
TXN020548,2026-02-05,S03,Guntur,Grocery,Atta (5kg),4,389.84,1559.36,0
TXN020549,2026-02-05,S03,Guntur,Grocery,Oil (1L),4,155.1,496.32,20
TXN020550,2026-02-05,S03,Guntur,Grocery,Atta (5kg),5,233.08,932.32,20
TXN020551,2026-02-05,S03,Guntur,Grocery,Sugar (1kg),1,237.48,225.61,5
TXN020552,2026-02-05,S03,Guntur,Grocery,Dal (1kg),1,594.43,505.27,15
TXN020553,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,176.44,299.95,15
TXN020554,2026-02-05,S03,Guntur,Grocery,Atta (5kg),5,161.69,646.76,20
TXN020555,2026-02-05,S03,Guntur,Grocery,Rice (5kg),4,526.94,2002.37,5
TXN020556,2026-02-05,S03,Guntur,Grocery,Rice (5kg),4,190.9,725.42,5
TXN020557,2026-02-05,S03,Guntur,Grocery,Dal (1kg),1,409.12,368.21,10
TXN020558,2026-02-05,S03,Guntur,Grocery,Sugar (1kg),1,537.75,510.86,5
TXN020559,2026-02-05,S03,Guntur,Grocery,Rice (5kg),1,481.83,457.74,5
TXN020560,2026-02-05,S03,Guntur,Grocery,Dal (1kg),5,568.71,2843.55,0
TXN020561,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,68.46,109.54,20
TXN020562,2026-02-05,S03,Guntur,Grocery,Atta (5kg),4,250.35,901.26,10
TXN020563,2026-02-05,S03,Guntur,Grocery,Dal (1kg),1,432.97,411.32,5
TXN020564,2026-02-05,S03,Guntur,Grocery,Dal (1kg),1,192.75,163.84,15
TXN020565,2026-02-05,S03,Guntur,Grocery,Sugar (1kg),3,86.83,247.47,5
TXN020566,2026-02-05,S03,Guntur,Grocery,Oil (1L),1,522.4,522.4,0
TXN020567,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,544.55,925.73,15
TXN020568,2026-02-05,S03,Guntur,Grocery,Oil (1L),1,268.23,241.41,10
TXN020569,2026-02-05,S03,Guntur,Grocery,Atta (5kg),3,170.7,460.89,10
TXN020570,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,439.55,835.14,5
TXN020571,2026-02-05,S03,Guntur,Grocery,Rice (5kg),4,233.35,840.06,10
TXN020572,2026-02-05,S03,Guntur,Grocery,Rice (5kg),2,301.02,571.94,5
TXN020573,2026-02-05,S03,Guntur,Home & Kitchen,Mixer Grinder,2,1584.7,3010.93,5
TXN020574,2026-02-05,S03,Guntur,Home & Kitchen,Pressure Cooker,2,1103.26,1875.54,15
TXN020575,2026-02-05,S03,Guntur,Home & Kitchen,Storage Box,2,7652.94,14540.59,5
TXN020576,2026-02-05,S03,Guntur,Home & Kitchen,Water Bottle,2,6520.38,11736.68,10
TXN020577,2026-02-05,S03,Guntur,Home & Kitchen,Mixer Grinder,3,3807.12,11421.36,0
TXN020578,2026-02-05,S03,Guntur,Home & Kitchen,Pressure Cooker,1,2754.58,2616.85,5
TXN020579,2026-02-05,S03,Guntur,Personal Care,Shampoo,3,123.78,334.21,10
TXN020580,2026-02-05,S03,Guntur,Personal Care,Toothpaste,1,663.2,630.04,5
TXN020581,2026-02-05,S03,Guntur,Personal Care,Shampoo,3,1038.54,3115.62,0
TXN020582,2026-02-05,S03,Guntur,Personal Care,Toothpaste,3,315.56,946.68,0
TXN020583,2026-02-05,S03,Guntur,Personal Care,Toothpaste,3,712.76,1817.54,15
TXN020584,2026-02-05,S03,Guntur,Personal Care,Body Lotion,1,374.24,355.53,5
TXN020585,2026-02-05,S03,Guntur,Personal Care,Face Wash,3,509.95,1529.85,0
TXN020586,2026-02-05,S03,Guntur,Personal Care,Shampoo,1,980.44,882.4,10
TXN020587,2026-02-05,S03,Guntur,Personal Care,Shampoo,1,1100.16,880.13,20
TXN020588,2026-02-05,S03,Guntur,Personal Care,Sunscreen,2,227.65,364.24,20
TXN020589,2026-02-05,S03,Guntur,Personal Care,Face Wash,3,130.2,390.6,0
TXN020590,2026-02-05,S03,Guntur,Personal Care,Face Wash,2,164.6,312.74,5
TXN020591,2026-02-05,S03,Guntur,Personal Care,Face Wash,2,1063.87,2127.74,0
TXN020592,2026-02-05,S03,Guntur,Personal Care,Body Lotion,4,827.74,3310.96,0
TXN020593,2026-02-05,S03,Guntur,Personal Care,Face Wash,3,806.1,1934.64,20
TXN020594,2026-02-05,S04,Guntur,Electronics,Headphones,1,43784.3,37216.65,15
TXN020595,2026-02-05,S04,Guntur,Electronics,Laptop,3,28634.96,81609.64,5
TXN020596,2026-02-05,S04,Guntur,Apparel,Kurta,3,1612.52,3870.05,20
TXN020597,2026-02-05,S04,Guntur,Apparel,T-Shirt,1,900.74,855.7,5
TXN020598,2026-02-05,S04,Guntur,Grocery,Oil (1L),2,117.92,212.26,10
TXN020599,2026-02-05,S04,Guntur,Grocery,Rice (5kg),1,388.13,388.13,0
TXN020600,2026-02-05,S04,Guntur,Grocery,Sugar (1kg),4,452.33,1628.39,10
TXN020601,2026-02-05,S04,Guntur,Grocery,Sugar (1kg),3,261.0,743.85,5
TXN020602,2026-02-05,S04,Guntur,Grocery,Rice (5kg),1,258.68,258.68,0
TXN020603,2026-02-05,S04,Guntur,Grocery,Dal (1kg),1,310.07,279.06,10
TXN020604,2026-02-05,S04,Guntur,Grocery,Dal (1kg),2,583.28,1108.23,5
TXN020605,2026-02-05,S04,Guntur,Grocery,Sugar (1kg),8,559.49,4028.33,10
TXN020606,2026-02-05,S04,Guntur,Grocery,Oil (1L),2,445.38,890.76,0
TXN020607,2026-02-05,S04,Guntur,Grocery,Dal (1kg),3,341.44,1024.32,0
TXN020608,2026-02-05,S04,Guntur,Grocery,Atta (5kg),4,383.38,1380.17,10
TXN020609,2026-02-05,S04,Guntur,Grocery,Oil (1L),1,481.38,481.38,0
TXN020610,2026-02-05,S04,Guntur,Grocery,Rice (5kg),4,107.97,388.69,10
TXN020611,2026-02-05,S04,Guntur,Grocery,Dal (1kg),3,93.5,280.5,0
TXN020612,2026-02-05,S04,Guntur,Grocery,Oil (1L),2,260.29,468.52,10
TXN020613,2026-02-05,S04,Guntur,Grocery,Atta (5kg),1,444.41,399.97,10
TXN020614,2026-02-05,S04,Guntur,Grocery,Sugar (1kg),3,294.0,882.0,0
TXN020615,2026-02-05,S04,Guntur,Grocery,Dal (1kg),2,197.5,395.0,0
TXN020616,2026-02-05,S04,Guntur,Grocery,Dal (1kg),2,384.17,614.67,20
TXN020617,2026-02-05,S04,Guntur,Grocery,Sugar (1kg),2,86.91,165.13,5
TXN020618,2026-02-05,S04,Guntur,Grocery,Dal (1kg),4,518.12,1657.98,20
TXN020619,2026-02-05,S04,Guntur,Grocery,Oil (1L),3,394.66,1124.78,5
TXN020620,2026-02-05,S04,Guntur,Grocery,Atta (5kg),4,391.0,1407.6,10
TXN020621,2026-02-05,S04,Guntur,Grocery,Oil (1L),5,209.5,942.75,10
TXN020622,2026-02-05,S04,Guntur,Home & Kitchen,Mixer Grinder,1,6487.17,5838.45,10
TXN020623,2026-02-05,S04,Guntur,Home & Kitchen,Dinner Set,3,2237.54,5370.1,20
TXN020624,2026-02-05,S04,Guntur,Home & Kitchen,Dinner Set,1,4884.82,4884.82,0
TXN020625,2026-02-05,S04,Guntur,Home & Kitchen,Water Bottle,1,4675.14,4441.38,5
TXN020626,2026-02-05,S04,Guntur,Home & Kitchen,Pressure Cooker,7,4720.29,26433.62,20
TXN020627,2026-02-05,S04,Guntur,Personal Care,Toothpaste,1,656.85,525.48,20
TXN020628,2026-02-05,S04,Guntur,Personal Care,Sunscreen,5,727.94,3457.72,5
TXN020629,2026-02-05,S04,Guntur,Personal Care,Sunscreen,3,797.35,1913.64,20
TXN020630,2026-02-05,S04,Guntur,Personal Care,Body Lotion,2,939.52,1879.04,0
TXN020631,2026-02-05,S04,Guntur,Personal Care,Toothpaste,2,123.43,222.17,10
TXN020632,2026-02-05,S04,Guntur,Personal Care,Sunscreen,4,926.65,3706.6,0
TXN020633,2026-02-05,S04,Guntur,Personal Care,Sunscreen,4,792.02,3009.68,5
TXN020634,2026-02-05,S04,Guntur,Personal Care,Shampoo,6,466.82,2800.92,0
TXN020635,2026-02-05,S04,Guntur,Personal Care,Shampoo,3,1173.03,2815.27,20
TXN020636,2026-02-05,S04,Guntur,Personal Care,Sunscreen,1,771.6,771.6,0
TXN020637,2026-02-05,S04,Guntur,Personal Care,Shampoo,4,970.58,3299.97,15
TXN020638,2026-02-05,S04,Guntur,Personal Care,Toothpaste,2,638.62,1277.24,0
TXN020639,2026-02-05,S05,Rajahmundry,Electronics,Tablet,3,43090.89,103418.14,20
TXN020640,2026-02-05,S05,Rajahmundry,Apparel,Kurta,2,1355.1,2710.2,0
TXN020641,2026-02-05,S05,Rajahmundry,Apparel,Jeans,2,3403.11,6465.91,5
TXN020642,2026-02-05,S05,Rajahmundry,Apparel,Jeans,3,949.09,2562.54,10
TXN020643,2026-02-05,S05,Rajahmundry,Apparel,T-Shirt,3,1736.21,4687.77,10
TXN020644,2026-02-05,S05,Rajahmundry,Grocery,Dal (1kg),1,360.4,360.4,0
TXN020645,2026-02-05,S05,Rajahmundry,Grocery,Oil (1L),2,178.74,339.61,5
TXN020646,2026-02-05,S05,Rajahmundry,Grocery,Rice (5kg),3,437.9,1313.7,0
TXN020647,2026-02-05,S05,Rajahmundry,Grocery,Atta (5kg),2,373.37,746.74,0
TXN020648,2026-02-05,S05,Rajahmundry,Grocery,Dal (1kg),2,128.89,244.89,5
TXN020649,2026-02-05,S05,Rajahmundry,Grocery,Dal (1kg),2,126.95,228.51,10
TXN020650,2026-02-05,S05,Rajahmundry,Grocery,Sugar (1kg),1,466.42,373.14,20
TXN020651,2026-02-05,S05,Rajahmundry,Grocery,Oil (1L),2,473.78,947.56,0
TXN020652,2026-02-05,S05,Rajahmundry,Grocery,Oil (1L),4,466.85,1680.66,10
TXN020653,2026-02-05,S05,Rajahmundry,Grocery,Dal (1kg),4,317.42,1269.68,0
TXN020654,2026-02-05,S05,Rajahmundry,Grocery,Dal (1kg),1,103.45,103.45,0
TXN020655,2026-02-05,S05,Rajahmundry,Grocery,Rice (5kg),2,459.43,826.97,10
TXN020656,2026-02-05,S05,Rajahmundry,Home & Kitchen,Dinner Set,1,5280.71,5016.67,5
TXN020657,2026-02-05,S05,Rajahmundry,Home & Kitchen,Storage Box,1,6070.24,6070.24,0
TXN020658,2026-02-05,S05,Rajahmundry,Home & Kitchen,Pressure Cooker,8,5482.7,39475.44,10
TXN020659,2026-02-05,S05,Rajahmundry,Personal Care,Shampoo,3,100.49,301.47,0
TXN020660,2026-02-05,S05,Rajahmundry,Personal Care,Toothpaste,3,1011.81,3035.43,0
TXN020661,2026-02-05,S05,Rajahmundry,Personal Care,Shampoo,1,634.13,602.42,5
TXN020662,2026-02-05,S05,Rajahmundry,Personal Care,Toothpaste,2,622.76,1058.69,15
TXN020663,2026-02-05,S05,Rajahmundry,Personal Care,Face Wash,1,96.56,86.9,10
TXN020664,2026-02-05,S05,Rajahmundry,Personal Care,Shampoo,2,870.22,1566.4,10
TXN020665,2026-02-05,S05,Rajahmundry,Personal Care,Shampoo,1,580.48,493.41,15
TXN020666,2026-02-05,S05,Rajahmundry,Personal Care,Face Wash,4,143.86,575.44,0
TXN020667,2026-02-05,S05,Rajahmundry,Personal Care,Face Wash,4,791.0,3005.8,5
TXN020668,2026-02-05,S06,Rajahmundry,Electronics,Smart TV,1,14202.63,14202.63,0
TXN020669,2026-02-05,S06,Rajahmundry,Electronics,Smart TV,1,8802.78,7482.36,15
TXN020670,2026-02-05,S06,Rajahmundry,Electronics,Tablet,6,16724.55,90312.57,10
TXN020671,2026-02-05,S06,Rajahmundry,Electronics,Laptop,2,40701.09,77332.07,5
TXN020672,2026-02-05,S06,Rajahmundry,Apparel,Jeans,3,1579.79,4502.4,5
TXN020673,2026-02-05,S06,Rajahmundry,Apparel,Saree,1,1466.88,1466.88,0
TXN020674,2026-02-05,S06,Rajahmundry,Apparel,Kurta,1,800.39,800.39,0
TXN020675,2026-02-05,S06,Rajahmundry,Apparel,Saree,6,1064.23,6385.38,0
TXN020676,2026-02-05,S06,Rajahmundry,Apparel,Formal Shirt,5,3425.55,13702.2,20
TXN020677,2026-02-05,S06,Rajahmundry,Apparel,T-Shirt,2,1669.16,2837.57,15
TXN020678,2026-02-05,S06,Rajahmundry,Grocery,Oil (1L),4,260.87,939.13,10
TXN020679,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),4,581.87,1861.98,20
TXN020680,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),4,260.54,990.05,5
TXN020681,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),2,69.13,131.35,5
TXN020682,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),3,459.23,1239.92,10
TXN020683,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),1,511.51,485.93,5
TXN020684,2026-02-05,S06,Rajahmundry,Grocery,Rice (5kg),1,536.17,536.17,0
TXN020685,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),2,309.67,619.34,0
TXN020686,2026-02-05,S06,Rajahmundry,Grocery,Rice (5kg),3,465.9,1257.93,10
TXN020687,2026-02-05,S06,Rajahmundry,Grocery,Rice (5kg),2,560.42,952.71,15
TXN020688,2026-02-05,S06,Rajahmundry,Grocery,Rice (5kg),2,481.21,962.42,0
TXN020689,2026-02-05,S06,Rajahmundry,Grocery,Atta (5kg),3,433.6,1235.76,5
TXN020690,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),2,121.17,218.11,10
TXN020691,2026-02-05,S06,Rajahmundry,Grocery,Atta (5kg),1,345.99,328.69,5
TXN020692,2026-02-05,S06,Rajahmundry,Grocery,Rice (5kg),5,217.66,979.47,10
TXN020693,2026-02-05,S06,Rajahmundry,Grocery,Oil (1L),2,136.73,273.46,0
TXN020694,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),2,495.29,990.58,0
TXN020695,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),1,127.75,121.36,5
TXN020696,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),4,393.33,1415.99,10
TXN020697,2026-02-05,S06,Rajahmundry,Grocery,Oil (1L),1,585.97,498.07,15
TXN020698,2026-02-05,S06,Rajahmundry,Grocery,Atta (5kg),1,167.13,167.13,0
TXN020699,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),1,320.64,304.61,5
TXN020700,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),4,442.35,1769.4,0
TXN020701,2026-02-05,S06,Rajahmundry,Grocery,Sugar (1kg),3,141.13,423.39,0
TXN020702,2026-02-05,S06,Rajahmundry,Grocery,Dal (1kg),2,176.78,335.88,5
TXN020703,2026-02-05,S06,Rajahmundry,Home & Kitchen,Mixer Grinder,4,7427.15,29708.6,0
TXN020704,2026-02-05,S06,Rajahmundry,Home & Kitchen,Storage Box,5,3342.62,15877.44,5
TXN020705,2026-02-05,S06,Rajahmundry,Home & Kitchen,Water Bottle,2,356.72,642.1,10
TXN020706,2026-02-05,S06,Rajahmundry,Home & Kitchen,Storage Box,1,6541.89,6541.89,0
TXN020707,2026-02-05,S06,Rajahmundry,Home & Kitchen,Water Bottle,6,2167.87,11706.5,10
TXN020708,2026-02-05,S06,Rajahmundry,Personal Care,Shampoo,3,1114.85,3010.09,10
TXN020709,2026-02-05,S06,Rajahmundry,Personal Care,Sunscreen,2,481.55,770.48,20
TXN020710,2026-02-05,S06,Rajahmundry,Personal Care,Face Wash,1,508.24,457.42,10
TXN020711,2026-02-05,S06,Rajahmundry,Personal Care,Sunscreen,1,186.14,176.83,5
TXN020712,2026-02-05,S06,Rajahmundry,Personal Care,Face Wash,4,784.07,2509.02,20
TXN020713,2026-02-05,S06,Rajahmundry,Personal Care,Shampoo,2,254.88,458.78,10
TXN020714,2026-02-05,S06,Rajahmundry,Personal Care,Sunscreen,1,1122.46,1122.46,0
TXN020715,2026-02-05,S06,Rajahmundry,Personal Care,Body Lotion,4,1048.48,4193.92,0
TXN020716,2026-02-05,S06,Rajahmundry,Personal Care,Shampoo,7,751.51,4997.54,5
TXN020717,2026-02-05,S06,Rajahmundry,Personal Care,Toothpaste,3,568.12,1619.14,5
TXN020718,2026-02-05,S07,Tirupati,Electronics,Mobile Phone,1,4506.66,4506.66,0
TXN020719,2026-02-05,S07,Tirupati,Electronics,Mobile Phone,2,6667.9,13335.8,0
TXN020720,2026-02-05,S07,Tirupati,Apparel,T-Shirt,2,1308.32,2616.64,0
TXN020721,2026-02-05,S07,Tirupati,Apparel,T-Shirt,3,525.07,1417.69,10
TXN020722,2026-02-05,S07,Tirupati,Apparel,Kurta,1,1120.43,1064.41,5
TXN020723,2026-02-05,S07,Tirupati,Apparel,Jeans,3,385.24,1155.72,0
TXN020724,2026-02-05,S07,Tirupati,Apparel,T-Shirt,2,812.65,1381.5,15
TXN020725,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),2,541.24,1082.48,0
TXN020726,2026-02-05,S07,Tirupati,Grocery,Oil (1L),3,476.46,1357.91,5
TXN020727,2026-02-05,S07,Tirupati,Grocery,Rice (5kg),4,512.21,1741.51,15
TXN020728,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),1,165.37,157.1,5
TXN020729,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),1,256.94,244.09,5
TXN020730,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),1,309.82,263.35,15
TXN020731,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),1,217.82,217.82,0
TXN020732,2026-02-05,S07,Tirupati,Grocery,Oil (1L),1,142.88,114.3,20
TXN020733,2026-02-05,S07,Tirupati,Grocery,Oil (1L),3,480.43,1441.29,0
TXN020734,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),1,515.61,438.27,15
TXN020735,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),1,473.71,473.71,0
TXN020736,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),4,464.74,1487.17,20
TXN020737,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),1,284.66,284.66,0
TXN020738,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),1,203.77,163.02,20
TXN020739,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),1,296.56,281.73,5
TXN020740,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),3,90.29,257.33,5
TXN020741,2026-02-05,S07,Tirupati,Grocery,Rice (5kg),6,273.88,1314.62,20
TXN020742,2026-02-05,S07,Tirupati,Grocery,Rice (5kg),2,147.63,250.97,15
TXN020743,2026-02-05,S07,Tirupati,Grocery,Oil (1L),1,270.93,270.93,0
TXN020744,2026-02-05,S07,Tirupati,Grocery,Rice (5kg),4,211.86,847.44,0
TXN020745,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),2,283.96,539.52,5
TXN020746,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),3,227.99,547.18,20
TXN020747,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),2,326.82,620.96,5
TXN020748,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),2,89.45,161.01,10
TXN020749,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),2,201.75,403.5,0
TXN020750,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),3,241.08,650.92,10
TXN020751,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),2,156.83,250.93,20
TXN020752,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),3,540.91,1622.73,0
TXN020753,2026-02-05,S07,Tirupati,Grocery,Dal (1kg),1,64.09,60.89,5
TXN020754,2026-02-05,S07,Tirupati,Grocery,Rice (5kg),1,245.16,245.16,0
TXN020755,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),2,64.48,109.62,15
TXN020756,2026-02-05,S07,Tirupati,Grocery,Sugar (1kg),1,281.6,267.52,5
TXN020757,2026-02-05,S07,Tirupati,Grocery,Atta (5kg),4,471.44,1885.76,0
TXN020758,2026-02-05,S07,Tirupati,Home & Kitchen,Mixer Grinder,1,3478.57,3130.71,10
TXN020759,2026-02-05,S07,Tirupati,Home & Kitchen,Pressure Cooker,1,7371.1,7371.1,0
TXN020760,2026-02-05,S07,Tirupati,Home & Kitchen,Pressure Cooker,1,1706.21,1706.21,0
TXN020761,2026-02-05,S07,Tirupati,Home & Kitchen,Water Bottle,2,7939.9,14291.82,10
TXN020762,2026-02-05,S07,Tirupati,Home & Kitchen,Dinner Set,6,6192.57,29724.34,20
TXN020763,2026-02-05,S07,Tirupati,Home & Kitchen,Mixer Grinder,3,1825.68,4655.48,15
TXN020764,2026-02-05,S07,Tirupati,Home & Kitchen,Storage Box,3,4824.61,13026.45,10
